DATE,DESCRIPTION,DEBIT,CREDIT,BALANCE,CLASSIFICATION_TRANS
2022-05-05,ByClgCHNACCTSEC-KARURVYSYA2461BANKLTDKVBCHITHRAAGENCIES,0.0,150000.0,-108341055.84,CHQ
2022-05-05,ByClgCHNACCTSEC-CITYUNION2461BANKLTDCHITHRAAGENCIES,0.0,3000.0,-108338055.84,CHQ
2022-05-05,ByClgCHNACCTSEC-KARURVYSYA2461BANKLTDKVBCHITHRAAGENCIES,0.0,5062.0,-108332993.84,CHQ
2022-05-05,ByClgCHNACCTSEC-CITYUNION2461BANKLTDCHITHRAAGENCIES,0.0,3000.0,-108329993.84,CHQ
2022-05-05,ByClgCHNACCTSEC-TAMILNAD2461MERCANTILEBANKLTDTMBCHITHRAAGENCIES,0.0,16887.0,-108313106.84,CHQ
2022-05-05,ByClgCHNACCTSEC-KARURVYSYA2461BANKLTDKVBCHITHRAAGENCIES,0.0,19831.0,-108293275.84,CHQ
2022-05-05,ByClgCHNACCTSEC-PUNJAB2461NATIONALBANKPNBCHITHRAAGENCIES,0.0,12000.0,-108281275.84,CHQ
2022-05-05,ByClgCHNACCTSEC-ICICIBANKLTD2461CHITHRAAGENCIES,0.0,10000.0,-108271275.84,CHQ
2022-05-05,ByClgCHNACCTSEC-STATEBANKOF2461INDIASBICHITHRAAGENCIES,0.0,15000.0,-108256275.84,CHQ
2022-05-05,ByClgCHNACCTSEC-INDIAN2461OVERSEASBANKIOBCHITHRAAGENCIES,0.0,128582.0,-108127693.84,CHQ
2022-05-05,ByClgCHNACCTSEC-INDIAN2461OVERSEASBANKIOBCHITHRAAGENCIES,0.0,10134.0,-108117559.84,OUTWARD-RETURN
2022-05-05,ByClgCHNACCTSEC-TAMILNAD2461MERCANTILEBANKLTDTMBCHITHRAAGENCIES,0.0,13878.0,-108103681.84,CHQ
2022-05-05,ByClgCHNACCTSEC-TAMILNAD2461MERCANTILEBANKLTDTMBCHITHRAAGENCIES,0.0,16887.0,-108086794.84,CHQ
2022-05-05,MOB-IMPS-CR AbdulKade INDIAN24617 Deposit6,0.0,150000.0,-107936794.84,IMPS
2022-05-05,NEFT2461Cr---SRIGANESHAUTOPARTS-null,0.0,2804.0,-107933990.84,NEFT
2022-05-05,NEFT246180-METROAUTOCORPORATION- URGENT,0.0,13337.0,-107920653.84,NEFT
2022-05-05,NEFT2461Cr-T015-SRIBALAJIAUTOSTORE-null,0.0,65161.0,-107855492.84,NEFT
2022-05-05,gefuchqreturn-FundsInsufficient2461,10134.0,0.0,-107865626.84,OUTWARD-RETURN
2022-05-05,NEFT2461Cr-34-SRIKUMARANAUTOSPARES- REF,0.0,3657.0,-107861969.84,NEFT
2022-05-05,NEFT24610IN0426-THECHAKRAAUTOLINK-DBSS0IN0426,0.0,14906.0,-107847063.84,NEFT
2022-05-05,NEFT2461Cr-50-SUBBIAHAGENCYS- ATTN,0.0,33188.0,-107813875.84,NEFT
2022-05-05,FundsTransferDebit3001201001227BAVANISRIAUTO,0.0,4266.0,-107809609.84,TRANSFER
2022-05-05,NEFT2461Cr---PRAKASHAUTOS-null,0.0,6970.0,-107802639.84,NEFT
2022-05-05,IBITG23235970010062610052682461OTH-BILLPAY,0.0,15000.0,-107787639.84,TRANSFER
2022-05-06,OWCHQRTNCHGSNCAOTHTHAN2461IND,354.0,0.0,-107787993.84,OUTWARD-CHARGES
2022-05-06,INET-IMPS-CR NAGAPPAAU INDIAN24619 NAGAPPA4,0.0,6605.0,-107781388.84,IMPS
2022-05-06,INET-IMPS-CR VENKATTWO TAMILNAD2461M 448,0.0,3845.0,-107777543.84,IMPS
2022-05-06,ChqPaid-MICRInwardClearing-SRI2461PALANIMURUGANAGENCIE-UNIONBANKOFINDIAUBI-UNIONBANKOFINDIA,40000.0,0.0,-107817543.84,CHQ
2022-05-06,ByClgCHNACCTSEC-ICICIBANKLTD2461CPage5of215,0.0,6278.0,-107811265.84,CHQ
2022-05-06,ByClgCHNACCTSEC-INDIAN2461OVERSEASBANKIOBCHITHRAAGENCIES,0.0,66056.0,-107745209.84,CHQ
2022-05-06,ByClgCHNACCTSEC-SOUTHINDIAN2461BANKLTDSIBC,0.0,7689.0,-107737520.84,CHQ
2022-05-06,ByClgCHNACCTSEC-KARURVYSYA2461BANKLTDKVBC,0.0,7665.0,-107729855.84,OUTWARD-RETURN
2022-05-06,ByClgCHNACCTSEC-AXISBANKLTD2461C,0.0,5443.0,-107724412.84,CHQ
2022-05-06,ByClgCHNACCTSEC-AXISBANKLTD2461CHITHRAAGENCIES,0.0,6208.0,-107718204.84,CHQ
2022-05-06,ByClgCHNACCTSEC-CITYUNION2461BANKLTDCHITHRAAGENCIES,0.0,3000.0,-107715204.84,CHQ
2022-05-06,ByClgCHNACCTSEC-INDIAN2461OVERSEASBANKIOBCHITHRAAGENCIES,0.0,53802.0,-107661402.84,CHQ
2022-05-06,ByClgCHNACCTSEC-TAMILNAD2461MERCANTILEBANKLTDTMBCHITHRAAGENCIES,0.0,25310.0,-107636092.84,CHQ
2022-05-06,ByClgCHNACCTSEC-CITYUNION2461BANKLTDCHITHRAAGENCIES,0.0,2025.0,-107634067.84,CHQ
2022-05-06,ByClgCHNACCTSEC-KARURVYSYA2461BANKLTDKVBCHITHRAAGENCIES,0.0,5243.0,-107628824.84,CHQ
2022-05-06,ByClgCHNACCTSEC-KARURVYSYA2461BANKLTDKVBCHITHRAAGENCIES,0.0,9986.0,-107618838.84,CHQ
2022-05-06,NEFT2461Cr-41-MURUGATAMILNADUAUTOSTORE- ATTN INB,0.0,10708.0,-107608130.84,NEFT
2022-05-06,NEFT2461Cr---SRIGANESHAUTOPARTS-null,0.0,1950.0,-107606180.84,NEFT
2022-05-06,CASH-BNA-14591459BY01 05 222461,0.0,43100.0,-107563080.84,CASH
2022-05-06,NEFT2461Cr-87-AATHIVINAYAGAAUTOSTORE- REF,0.0,5000.0,-107558080.84,NEFT
2022-05-06,NEFT2461Cr---SRISELVAKUMARAUTOSTORE-SPLSMEBRANCHMADURAI,0.0,5000.0,-107553080.84,NEFT
2022-05-06,FundsTransferDebit1011282000079-S2461KSAUTOCENTRE,0.0,25241.0,-107527839.84,TRANSFER
2022-05-06,NEFT2461Cr---NEWRPSAUTOSPARES-SPLSMEBRANCHMADURAI,0.0,7035.0,-107520804.84,NEFT
2022-05-06,SCNEFTOTHERTHANSBIMB2461,29.0,0.0,-107520833.84,BANK-CHARGES
2022-05-06,IBNEFTDrP1262201677831152461CASTROLINDIALTDPaytoCIL,2031620.0,0.0,-109552453.84,NEFT
2022-05-06,IBOAT954862002397261010137OTH,0.0,950000.0,-108602453.84,TRANSFER
2022-05-06,IBOAT957146002397261010137OTH,0.0,10000.0,-108592453.84,TRANSFER
2022-05-06,UPI CR 212613858751 MURUGAN2461P CNRB PaytoM fb 2022,0.0,1000.0,-108591453.84,UPI
2022-05-06,NEFT24610-CHITHRA,0.0,15959.0,-108575494.84,NEFT
2022-05-06,NEFT2461Cr-41-MURUGATAMILNADUAUTOPage6of215STORE- ATTN INB,0.0,35628.0,-108539866.84,NEFT
2022-05-06,UPI CR 212622457554 Mrs2461CHITR CBIN ci PaytoM,0.0,2000.0,-108537866.84,UPI
2022-05-06,SCNEFTOTHERTHANSBIMB2461,6.0,0.0,-108537872.84,BANK-CHARGES
2022-05-06,IBNEFTDrP126220167817052BPCLE2461CMS418FORDIESELPURPOSESONLY,20000.0,0.0,-108557872.84,NEFT
2022-05-06,-DIRECT2461TAX1,9593.0,0.0,-108567465.84,INCOME-TAX
2022-05-06,-DIRECT2461TAX1,6184.0,0.0,-108573649.84,INCOME-TAX
2022-05-06,gefuchqreturn-FundsInsufficient2461,7665.0,0.0,-108581314.84,OUTWARD-RETURN
2022-05-06,IBITG13903470010062610052682461OTH-BILLPAY,0.0,10000.0,-108571314.84,TRANSFER
2022-05-06,INET-IMPS-CR SRIMEENAK TAMILNAD2461M 149,0.0,9435.0,-108561879.84,IMPS
2022-05-06,MB 4064101002960 PERUMALRAJA2461V 8 CHITHRAAAGENCIES CAN 2022,0.0,5000.0,-108556879.84,IMPS
2022-05-06,NEFT2461Cr---SRIAYYANARAUTOMOBILES-SPLSMEBRANCHMADURAI,0.0,41131.0,-108515748.84,NEFT
2022-05-06,2461UPI 084 ANANDARAJ KVBL 99457ybl Payment Yc,0.0,300.0,-108515448.84,UPI
2022-05-06,2461UPI 629 ANANDARAJ KVBL 99457ybl Payment 6ac,0.0,2700.0,-108512748.84,UPI
2022-05-06,NEFT246156-BHARATHAUTOPARTS- URGENT,0.0,3328.0,-108509420.84,NEFT
2022-05-06,NEFT2461LAKSHMITRADING-null,0.0,4767.0,-108504653.84,NEFT
2022-05-06,NEFT2461Cr-35-SRIGANESHAUTOAGENCY- ATTN Gan,0.0,6696.0,-108497957.84,NEFT
2022-05-06,MOB-IMPS-CR SELVARAJA INDIAN2461 9,0.0,5000.0,-108492957.84,IMPS
2022-05-06,NEFT2461Cr-21-MOORTHYAUTOSTORE- ATTN MOORTH,0.0,6203.0,-108486754.84,NEFT
2022-05-06,IBOAT2260813002397261010137OTH,0.0,50000.0,-108436754.84,TRANSFER
2022-05-06,IBOAT22624610023972610101372461OnlineTransactionOTH-,600000.0,0.0,-109036754.84,TRANSFER
2022-05-07,OWCHQRTNCHGSNCAOTHTHAN2461IND,354.0,0.0,-109037108.84,OUTWARD-CHARGES
2022-05-07,NEFT2461Cr---SREESHIVAENTERPRISES-null,0.0,2905.0,-109034203.84,NEFT
2022-05-07,ByClgCHNACCTSEC-BANKOF2461BARODABOBC,0.0,9238.0,-109024965.84,CHQ
2022-05-07,ByClgCHNACCTSEC-CITYUNION2461BANKLTDCHITHRAAGENCIES,0.0,16813.0,-109008152.84,CHQ
2022-05-07,ByClgCHNACCTSEC-Equitassmall2461financebankLTDCHITHRAAGENCIES,0.0,3433.0,-109004719.84,CHQ
2022-05-07,ByClgCHNACCTSEC-HDFCBANK2461LTDCHITHRAAGENCIES,0.0,9107.0,-108995612.84,CHQ
2022-05-07,ByClgCHNACCTSEC-TAMILNAD2461MERCANTILEBANKLTDTMBCHITHRAAGENCIES,0.0,3925.0,-108991687.84,CHQ
2022-05-07,ByClgCHNACCTSEC-CITYUNION2461BANKLTDCHITHRAAGENCIES,0.0,3000.0,-108988687.84,CHQ
2022-05-07,ByClgCHNACCTSEC-ICICIBANKLTD2461CHITHRAAGENCIES,0.0,15000.0,-108973687.84,CHQ
2022-05-07,ByClgCHNACCTSEC-CITYUNION2461BANKLTDCHITHRAAGENCIES,0.0,4253.0,-108969434.84,CHQ
2022-05-07,UPI CR 212708774385 P2461PUDUMAI IOBA 981-1okicici PaytoM ICIcbfba 2022,0.0,6231.0,-108963203.84,UPI
2022-05-07,MOB-IMPS-CR AbdulKade INDIAN24617 Deposit6,0.0,90000.0,-108873203.84,IMPS
2022-05-07,UPI CR 212745376198 Mr2461DINESH IDIB ci UPI IC94ccbf 05 2022,0.0,5108.0,-108868095.84,UPI
2022-05-07,UPI CR 212749262550 JOHN2461SAMU HDFC cbank PaytoM b36ff 05 2022,0.0,565.0,-108867530.84,UPI
2022-05-07,FundsTransferDebit1093282010159KARTHIKAUTOSTORE,0.0,29742.0,-108837788.84,TRANSFER
2022-05-07,FundsTransferDebit3040255000023ASAIMOTORS,0.0,3133.0,-108834655.84,TRANSFER
2022-05-07,FundsTransferDebit1093201001547PRABHUOILSTORE,0.0,25259.0,-108809396.84,TRANSFER
2022-05-07,CashDeposit MDUPTNAGAR2461,0.0,450000.0,-108359396.84,CASH
2022-05-07,SCNEFTOTHERTHANSBIMB2461,29.0,0.0,-108359425.84,BANK-CHARGES
2022-05-07,IBNEFTDrP1272201681109552461CASTROLINDIALTDPaytoCIL,1561087.0,0.0,-109920512.84,NEFT
2022-05-07,MB 3315261000010 CROWNTRADER2461M S 8 CHITHRACRBMDU CANARA crownvedasa 2022,0.0,11093.0,-109909419.84,IMPS
2022-05-07,NEFT2461MMANAUTOSTORE-null,0.0,10838.0,-109898581.84,NEFT
2022-05-07,MOB-IMPS-CR AAMEENAJ Karur2461 2022,0.0,10148.0,-109888433.84,IMPS
2022-05-08,CASHHANDLINGCHCAODOCC2461,1062.0,0.0,-109889495.84,BANK-CHARGES
2022-05-08,MOB-IMPS-CR SELVARAJA INDIAN2461 9,0.0,5656.0,-109883839.84,IMPS
2022-05-08,NEFT2461Cr-B027-ThIRUMANIAUTOSPARES- URGENT,0.0,2904.0,-109880935.84,NEFT
2022-05-08,NEFT2461Cr---KAMADHENUMOTORCYCLECOMPANY-nullPage8of215,0.0,6936.0,-109873999.84,NEFT
2022-05-08,NEFT2461AMAUTOSPARES-null,0.0,13285.0,-109860714.84,NEFT
2022-05-09,ByClgCHNACCTSEC-PANDYAN2461GRAMABPURAMSTPACHITHRAAGENCIES,0.0,1791.0,-109858923.84,CHQ
2022-05-09,ByClgCHNACCTSEC-INDIANBANK2461INBCHITHRAAGENCIES,0.0,7781.0,-109851142.84,CHQ
2022-05-09,ByClgCHNACCTSEC-BANKOFINDIA2461BOICHITHRAAGENCIES,0.0,6936.0,-109844206.84,CHQ
2022-05-09,ByClgCHNACCTSEC-INDIANBANK2461INBCHITHRAAGENCIES,0.0,6641.0,-109837565.84,CHQ
2022-05-09,ByClgCHNACCTSEC-KARURVYSYA2461BANKLTDKVBCHITHRAAGENCIES,0.0,8816.0,-109828749.84,CHQ
2022-05-09,ByClgCHNACCTSEC-TAMILNAD2461MERCANTILEBANKLTDTMBCHITHRAAGENCIES,0.0,4900.0,-109823849.84,CHQ
2022-05-09,ByClgCHNACCTSEC-INDIAN2461OVERSEASBANKIOBCHITHRAAGENCIES,0.0,90000.0,-109733849.84,CHQ
2022-05-09,ByClgCHNACCTSEC-CITYUNION2461BANKLTDCHITHRAAGENCIES,0.0,10000.0,-109723849.84,CHQ
2022-05-09,ByClgCHNACCTSEC-TAMILNAD2461MERCANTILEBANKLTDTMBCHITHRAAGENCIES,0.0,45894.0,-109677955.84,CHQ
2022-05-09,ByClgCHNACCTSEC-TAMILNAD2461MERCANTILEBANKLTDTMBCHITHRAAGENCIES,0.0,16308.0,-109661647.84,CHQ
2022-05-09,ByClgCHNACCTSEC-STATEBANKOF2461INDIASBICHITHRAAGENCIES,0.0,10063.0,-109651584.84,CHQ
2022-05-09,UPI CR 212985160904 SRI2461VINAY KVBL cbank UPI 06 05 2022,0.0,7152.0,-109644432.84,UPI
2022-05-09,UPI CR 212994222798 N2461MUTHUKR IOBA s PaytoM e1,0.0,1000.0,-109643432.84,UPI
2022-05-09,INET-IMPS-CR SRIKRISHN TAMILNAD2461M 073,0.0,11813.0,-109631619.84,IMPS
2022-05-09,2461UPI 930 Dineshkum BARB 77192ybl PaytoM fc0,0.0,834.0,-109630785.84,UPI
2022-05-09,2461MOB-IMPS-CR GEETHAG BANKOFn 2022,0.0,6163.0,-109624622.84,IMPS
2022-05-09,UPI CR 212995498454 MANIAN2461B CNRB lvm-1okaxis UPI 6,0.0,1.0,-109624621.84,UPI
2022-05-09,NEFT2461Cr---SRIGANESHAUTOPARTS-null,0.0,3321.0,-109621300.84,NEFT
2022-05-09,IBOAT435205002397261010137OTH,0.0,600000.0,-109021300.84,TRANSFER
2022-05-09,NEFT2461Cr---VIGNESHAUTOSPARES-SPLSMEBRANCHMADURAI,0.0,5583.0,-109015717.84,NEFT
2022-05-09,NEFTCr-SAA118471317-TMBL0000004-V2461APSSSELVITRADERS-null,0.0,5931.0,-109009786.84,NEFT
2022-05-09,IBITG7307690010062610052682461OTH-BILLPAY,0.0,29048.0,-108980738.84,TRANSFER
2022-05-09,UPI CR 212998102599 JOSHUA2461J IBKL ojoshokaxis UPI ca,0.0,10000.0,-108970738.84,UPI
2022-05-09,UPI CR 212959953066 PRASATH2461K SBIN 37708ybl Payment YBL434ea 2022,0.0,3500.0,-108967238.84,UPI
2022-05-09,UPI CR 212999411309 MrK2461ALAG IDIB s PaytoM 05 2022,0.0,1000.0,-108966238.84,UPI
2022-05-09,2461UPI 279 THANGAMAN SBIN shop6oksbi PaytoM,0.0,1000.0,-108965238.84,UPI
2022-05-09,NEFT2461Cr-98-VSKAUTOMOBILES- URGENT,0.0,9674.0,-108955564.84,NEFT
2022-05-09,NEFT2461Cr-50-SUBBIAHAGENCYS- ATTN,0.0,2264.0,-108953300.84,NEFT
2022-05-09,MB 3315261000010 CROWNTRADER2461M S 8 CHITHRACRBMDU CANARA crownvedasa 2022,0.0,5321.0,-108947979.84,IMPS
2022-05-09,UPI CR 212916580917 MANIAN2461B CNRB lvm-1okaxis srijeya da,0.0,5570.0,-108942409.84,UPI
2022-05-09,NEFT24610002101-SMRLUBRICANTS-null,0.0,6978.0,-108935431.84,NEFT
2022-05-09,NEFT2461Cr---MAKESHLAKSHMIAUTOSTORES-SPLSMEBRANCHMADURAI,0.0,14757.0,-108920674.84,NEFT
2022-05-10,ByClgCHNACCTSEC-PUNJAB2461NATIONALBANKPNBCHITHRAAGENCIES,0.0,6956.0,-108913718.84,CHQ
2022-05-10,ByClgCHNACCTSEC-KARURVYSYA2461BANKLTDKVBCHITHRAAGENCIES,0.0,22172.0,-108891546.84,CHQ
2022-05-10,ByClgCHNACCTSEC-IDBIBANKLTD2461CHITHRAAGENCIES,0.0,20276.0,-108871270.84,CHQ
2022-05-10,ByClgCHNACCTSEC-TAMILNAD2461MERCANTILEBANKLTDTMBCHITHRAAGENCIES,0.0,7665.0,-108863605.84,CHQ
2022-05-10,ByClgCHNACCTSEC-TAMILNAD2461MERCANTILEBANKLTDTMBCHITHRAAGENCIES,0.0,9570.0,-108854035.84,CHQ
2022-05-10,2461UPI 232 DURAIPRAB KVBL 28128ybl Payment YBa 05 2022,0.0,2700.0,-108851335.84,UPI
2022-05-10,INET-IMPS-CR CHITHRAAG UBI2461 2022Page10of215,0.0,6801.0,-108844534.84,IMPS
2022-05-10,CASH-BNA-162026202BKA1 05 222461,0.0,25300.0,-108819234.84,CASH
2022-05-10,NEFT2461Cr-28-SRIAMMANAUTOAGENCY- ATTN,0.0,1399.0,-108817835.84,NEFT
2022-05-10,NEFT2461Cr---SRIGANESHAUTOPARTS-null,0.0,2804.0,-108815031.84,NEFT
